contractSymbol,predicted_call_price
AAPL231215C00090000,105.7017574479504
AAPL231215C00095000,100.62330515256126
AAPL231215C00100000,95.79978989555413
AAPL231215C00105000,90.88290116897336
AAPL231215C00110000,86.00918573034932
AAPL231215C00115000,80.81961386350153
AAPL231215C00120000,75.6848857404186
AAPL231215C00125000,70.79128177829598
AAPL231215C00130000,65.73502403314315
AAPL231215C00135000,60.68767731048955
AAPL231215C00140000,56.00005904586745
AAPL231215C00145000,51.049880918791246
AAPL231215C00150000,46.01654243412007
AAPL231215C00155000,40.804414403015684
AAPL231215C00157500,38.38981990132226
AAPL231215C00160000,35.9534030097746
AAPL231215C00162500,33.430227186117165
AAPL231215C00165000,30.846855014580758
AAPL231215C00167500,28.38329631330204
AAPL231215C00170000,25.83623901460748
AAPL231215C00172500,23.45098164684201
AAPL231215C00175000,20.92424988438357
AAPL231215C00177500,18.392867820346762
AAPL231215C00180000,16.11493583017146
AAPL231215C00182500,13.681888525107562
AAPL231215C00185000,11.216059392113197
AAPL231215C00187500,8.704805815476446
AAPL231215C00190000,6.214245950950911
AAPL231215C00192500,3.9940511838192223
AAPL231215C00195000,2.142385491129276
AAPL231215C00197500,0.9098949850536536
AAPL231215C00200000,0.31401650746119497
AAPL231215C00202500,0.10072239369439
AAPL231215C00205000,0.03548529225127517
AAPL231215C00207500,0.01941252805114834
AAPL231215C00210000,0.013262391619829927
AAPL231215C00212500,0.0073810128086748954
AAPL231215C00215000,0.007689558069078508
AAPL231215C00217500,0.003183455166794373
AAPL231215C00220000,0.0034607085785457225
AAPL231215C00225000,0.003083785830341414
AAPL231215C00230000,0.003105193483759498
AAPL231215C00235000,0.001027802149805526
AAPL231215C00240000,0.0015198471013843028
AAPL231215C00245000,0.0013264926819314652
AAPL231215C00250000,0.001434680770064002
AAPL231215C00255000,0.0008313583497010458
AAPL231215C00260000,0.001040166533221387
AAPL231215C00265000,0.0011062085264369236
AAPL231215C00270000,0.001533937156124655
AAPL231215C00275000,0.0011462403409940858
AAPL231215C00280000,0.0007886927439788736
AAPL231215C00285000,0.0013811486486805058
AAPL231215C00290000,0.0011817041641560583
AAPL231215C00295000,0.0011581098217347341
AAPL231222C00060000,135.4131294299365
AAPL231222C00075000,120.60767035828736
AAPL231222C00080000,115.82668891479709
AAPL231222C00085000,110.80785908759664
AAPL231222C00100000,95.88933358165315
AAPL231222C00105000,90.84376911651687
AAPL231222C00110000,85.9597788227678
AAPL231222C00120000,76.16188663222462
AAPL231222C00125000,71.12300691500145
AAPL231222C00130000,66.06338035261201
AAPL231222C00135000,61.08353114565713
AAPL231222C00140000,55.8991572045009
AAPL231222C00145000,51.03051711682018
AAPL231222C00150000,46.28812318582427
